date,location,category,title,source_url
08/16/2025,"San Bernardino, CA","Concerning Use of Force, Concerning Arrest/Detention","Federal immigration agents shoot San Bernardino man's car, authorities say - CBS Los Angeles(opens in a new tab)",https://www.cbsnews.com/losangeles/news/san-bernardino-family-car-shot-ice-federal-agents/
08/16/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/16/2025,"Washington, DC",Concerning Use of Force,"Federal officers detain, tackle moped driver amid Trump D.C. police crackdown - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/dc-md-va/2025/08/17/dc-arrests-violent-takedown-immigration/
08/15/2025,"Los Angeles, CA","Concerning Use of Force, Concerning Arrest/Detention",TikToker arrested by federal agents while live streaming to thousands in downtown LA - ABC7,https://abc7.com/post/tatiana-martinez-arrest-video-shows-tiktok-influencer-being-detained-federal-agents-downtown-los-angeles/17717229/
08/15/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/15/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/15/2025,"San Francisco, CA","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention",ICE makes unusual arrest of indigenous woman in S.F. immigration court - Mission Local(opens in a new tab),https://missionlocal.org/2025/08/sf-ice-indigenous-arrest-immigration-court/
08/14/2025,"Woodridge, IL","Concerning Arrest/Detention, Concerning Use of Force",New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
08/14/2025,"Oakland, CA",Concerning Arrest/Detention,"ICE agents detain 6 at East Oakland home, including a minor – NBC Bay Area(opens in a new tab)",https://www.nbcbayarea.com/news/local/ice-raid-east-oakland-home/3933356/
08/13/2025,"Horizon City, TX",Concerning Arrest/Detention,DACA recipient held in NM ICE detention released after federal judge's order - Source NM(opens in a new tab),https://sourcenm.com/2025/09/26/daca-recipient-held-in-nm-ice-detention-released-after-federal-judges-order/
08/13/2025,"San Diego, CA","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention",San Diego Unified responds to ICE arrest outside Linda Vista Elementary - KBPS(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/08/15/san-diego-unified-responds-to-ice-arrest-outside-linda-vista-elementary
08/13/2025,"Portland, OR","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Portland man sues DHS after video shows federal agent tackling him from behind at protest - FOX 12(opens in a new tab),https://www.kptv.com/2025/08/28/portland-man-sues-dhs-after-video-shows-federal-agent-tackling-him-behind-protest/
08/13/2025,"Horizon City, TX","Concerning Use of Force, Concerning Arrest/Detention",Then They Came for the Dreamers | Mother Jones(opens in a new tab),https://www.motherjones.com/politics/2025/11/dreamers-daca-trump-deportation-detention-betrayal-big-feature/
08/12/2025,"Oakland, CA",Concerning Arrest/Detention,"Man with physical, developmental disabilities in WA ICE detention - The Seattle Times",https://www.seattletimes.com/seattle-news/law-justice/man-with-physical-developmental-disabilities-in-wa-ice-detention/
08/12/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
08/11/2025,"Boston, MA",Concerning Arrest/Detention,Mass. mom detained by ICE for 10 days over decades-old minor marijuana charge - masslive.com(opens in a new tab),https://www.masslive.com/news/2025/08/mass-mom-detained-by-ice-for-10-days-over-decades-old-minor-marijuana-charge.html
08/11/2025,"Arleta, CA","U.S. Citizen, Enforcement Action at a Sensitive Location, Concerning Arrest/Detention","ICE detention of student was 'unconstitutional racial profiling', family alleges in claim - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-08-26/family-of-student-arrested-outside-arlete-high-allege-racial-profiling-trump-administration
08/09/2025,"New York City, NY",Concerning Arrest/Detention,"ICE Held Child Incommunicado at Secret Hotel, Deported Him - The Intercept(opens in a new tab)",https://theintercept.com/2025/08/18/ice-children-hotel-detention-nyc-deported/
08/08/2025,"San Francisco, CA","Concerning Use of Force, Concerning Arrest/Detention",Video: ICE officers tackle and detain San Francisco protesters - Mission Local(opens in a new tab),https://missionlocal.org/2025/08/ice-tackles-detains-protesters/
08/08/2025,"Los Angeles, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Los Angeles nurse released from ICE custody without charges | KTLA(opens in a new tab),https://ktla.com/news/local-news/nurse-released-from-ice-custody-without-charges/
08/08/2025,"Sioux City, IA",Concerning Arrest/Detention,"Federal judge in northwest Iowa orders the release of Armando Garcia Picazo | WVIK, Quad Cities NPR(opens in a new tab)",https://www.wvik.org/news-from-iowa/2025-10-30/federal-judge-woodbury-county-sheriff-ice-denied-bond-release
08/06/2025,"Los Angeles, CA","U.S. Citizen, Concerning Arrest/Detention, Concerning Use of Force, Enforcement Action at a Sensitive Location",Pregnant US Citizen speaks out after being detained by ICE agents searching for her husband - NBC4 News(opens in a new tab),https://www.nbclosangeles.com/news/local/pregnant-us-citizen-speaks-out-ice-immigration/3761282/
08/06/2025,"Chula Vista, CA",Enforcement Action at a Sensitive Location,What we know about ICE arrest of a parent outside Chula Vista elementary school - KPBS(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/08/08/what-we-know-about-ice-arrest-of-a-parent-outside-a-chula-vista-elementary-school
08/05/2025,"Phoenix, AZ",Enforcement Action at a Sensitive Location,Two People Detained by Southwest Elementary School Raises Concerns · Cactus Politics(opens in a new tab),https://cactuspolitics.com/2025/08/two-people-detained-by-southwest-elementary-school-raises-concerns/
08/01/2025,"Los Angeles, CA",Concerning Arrest/Detention,Studio City balloon shop owner distraught after wife detained by ICE - ABC7(opens in a new tab),https://abc7.com/post/studio-city-balloon-shop-owner-distraught-wife-detained-ice/17731899/
08/01/2025,"New York City, NY","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention",Legal Orgs Sue Trump Admin Over Unlawful Policy of Arresting People Who Attend Mandated Court Hearings | American Civil Liberties Union(opens in a new tab),https://www.aclu.org/press-releases/legal-orgs-sue-trump-admin-over-unlawful-policy-of-arresting-people-who-attend-mandated-court-hearings
07/31/2025,"San Francisco, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",Pablo Sequen v. Kaiser(opens in a new tab),https://www.courtlistener.com/docket/70990996/pablo-sequen-v-kaiser/
07/30/2025,"Kenton County, KY",Concerning Arrest/Detention,He has a green card and a brain tumor. DHS wants to deport him for forgery with no proof. - The Intercept(opens in a new tab),https://theintercept.com/2025/09/26/ice-detention-green-card-chicago-kentucky/
07/30/2025,"Charleston, SC","Concerning Use of Force, U.S. Citizen","ICE Agent Pulls Gun on Woman During Raid, Ring Camera Shows - Newsweek(opens in a new tab)",https://www.newsweek.com/ice-agent-pulls-gun-ring-camera-raid-immigration-2109247
07/29/2025,"Chicago, IL",Concerning Arrest/Detention,Grandmother detained by ICE after 47 years living legally in US over $22 bad check - The Mirror US(opens in a new tab),https://www.msn.com/en-us/news/us/grandmother-detained-by-ice-after-47-years-living-legally-in-us-over-22-bad-check/ar-AA1S5nJF?ocid=BingNewsSerp
07/29/2025,"Houston, TX","U.S. Citizen, Concerning Arrest/Detention",US Citizen Responds to Being Asked to Shave Beard by ICE Agents - Newsweek(opens in a new tab),https://www.newsweek.com/us-citizen-detained-ice-shave-beard-immigration-2105494
07/27/2025,"Palatine, IL","Concerning Arrest/Detention, Concerning Use of Force",New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
07/24/2025,"Bakersfield, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",A Bay-Area asylum-seeker miscarried in ICE detention. There are more like her - San Francisco Chronicle(opens in a new tab),https://www.sfchronicle.com/california/article/ice-detention-miscarriage-21046296.php
07/21/2025,"Washington, DC",Concerning Arrest/Detention,Hernandez v. Noem(opens in a new tab),"https://clearinghouse.net/case/46811/#:~:text=This%20case%20challenged%20U.S.%20Immigration%20and%20Customs%20Enforcement,processed%20by%20U.S.%20Immigration%20and%20Customs%20Enforcement%20%28ICE%29."
07/21/2025,"Houston, TX","Concerning Arrest/Detention, U.S. Citizen",Border agents detained a Vermont superintendent and searched his devices. | WBUR News(opens in a new tab),https://www.wbur.org/news/2025/07/24/vermont-superintendent-detained-border-agents
07/21/2025,"San Francisco, CA",Concerning Arrest/Detention,"Scientist with green card held for a week without explanation, lawyer says - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/immigration/2025/07/29/korean-scientist-green-card-detained/
07/18/2025,"Aurora, CO",Concerning Arrest/Detention,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
07/17/2025,"St. Paul, MN",Concerning Arrest/Detention,Immigration officials release Twin Cities mom from custody after federal judge order - MPRnews(opens in a new tab),https://www.mprnews.org/story/2025/08/13/judge-orders-antonia-aguilar-maldonado-to-be-freed-from-ice-custody
07/16/2025,"Philadelphia, PA","Enforcement Action at a Sensitive Location, Concerning Use of Force",Rally held outside of Philadelphia courthouse in response to controversial arrest by ICE - CBS News Philadelphia(opens in a new tab),https://www.cbsnews.com/philadelphia/news/ice-arrest-philadelphia-courthouse/
07/15/2025,"Beaverton, WA","Concerning Arrest/Detention, Concerning Use of Force","‘Daddy, police!’: New video shows masked ICE agents arrest father outside child’s school in Beaverton - OPB(opens in a new tab)",https://www.opb.org/article/2025/07/21/new-video-ice-agents-arrest-father-beaverton-preschool/
07/13/2025,"Palatine, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
07/10/2025,"Camarillo, CA",Concerning Use of Force,Family of Glass House workers files wrongful death claim over ICE raid - Ventura County Star(opens in a new tab),https://www.vcstar.com/story/news/local/2025/08/06/glass-house-workers-family-files-wrongful-death-claim-over-ice-raid/85551111007/?gnt-cfr=1&gca-cat=p&gca-uir=false&gca-epti=z117801p119650n00----c00----e007500v117801&gca-ft=51&gca-ds=sophi
07/10/2025,"Camarillo, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",I'm a U.S. citizen who was wrongly arrested and held by ICE. Here's why you could be next - San Francisco Chronicle(opens in a new tab),https://www.sfchronicle.com/opinion/openforum/article/ice-racial-profiling-21045429.php
07/09/2025,"Blue Ash, OH",Concerning Arrest/Detention,Ohio Chaplain Ayman Soliman Freed From Jail as DHS Drops Deportation Case - ProPublica(opens in a new tab),https://www.propublica.org/article/ayman-soliman-dhs-deportation-free-ohio
07/08/2025,"Sacramento, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE arrests asylum seeker after Sacramento court hearing - CapRadio(opens in a new tab),https://www.capradio.org/articles/2025/07/11/ice-arrests-asylum-seeker-after-sacramento-court-hearing/
07/08/2025,"San Diego, CA","U.S. Citizen, Concerning Arrest/Detention",ICE agents handcuff and detain 71-year old U.S. Citizen - NBC News(opens in a new tab),https://www.nbcnews.com/video/ice-agents-handcuff-and-detain-71-year-old-u-s-citizen-243022405810
07/07/2025,"Albuquerque, NM","Concerning Use of Force, Concerning Arrest/Detention",Resentment against Albuquerque 'deliveristas' may have sparked viral Walmart ICE arrest - Source NM(opens in a new tab),https://sourcenm.com/2025/07/11/resentment-against-albuquerque-deliveristas-may-have-sparked-viral-walmart-ice-arrest/
07/03/2025,"Los Angeles, CA",Concerning Arrest/Detention,Presence of detention officers at Glendale hospital sparks outrage following woman's ICE arrest - ABC7(opens in a new tab),https://abc7.com/post/presence-detention-officers-glendale-memorial-hospital-following-womans-ice-arrest-sparks-outrage/17003630/
06/29/2025,"Arlington Heights, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
06/28/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
06/26/2025,"La Puente, CA",Concerning Use of Force,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
06/25/2025,"Chesterfield, VA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location","Hallowed ground, desecrated': ICE sweeps at Chesterfield court draw fierce backlash - Virginia Mercury(opens in a new tab)",https://virginiamercury.com/2025/06/27/hallowed-ground-desecrated-ice-sweeps-at-chesterfield-court-draw-fierce-backlash/
06/24/2025,"Los Angeles, CA",Enforcement Action at a Sensitive Location,ICE arrests at L.A. courthouse met with alarm: 'Absolutely blindsided' - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-06-25/ice-arrests-los-angeles-courthouse
06/24/2025,"Los Angeles, CA","Concerning Use of Force, U.S. Citizen","You gonna let him die?' Agents pile on protester, who convulses and struggles to breathe - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-06-27/are-you-gonna-let-him-die-agents-pile-on-protester-who-convulses-and-struggles-to-breathe
06/24/2025,"Los Angeles, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",U.S. citizen detained by ICE in L.A. says she wasn't given water for 24 hours - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/us-citizen-detained-ice-l-says-wasnt-water-24-hours-rcna224493
06/20/2025,"Los Angeles, CA","Concerning Use of Force, U.S. Citizen, Concerning Arrest/Detention","U.S. Citizen seeks $1M after arrest, detention for recording immigration raid at Home Depot - NBC News(opens in a new tab)",https://www.nbcnews.com/news/latino/immigration-raid-arrest-us-citizen-home-depot-filming-job-garcia-rcna216559
06/20/2025,"Maywood, CA","Concerning Arrest/Detention, U.S. Citizen","Video: How 'Turn and Burn"" Immigration Operations Unleash Chaos - The New York Times(opens in a new tab)",https://www.nytimes.com/video/us/100000010596053/la-raid-immigration-us-citizens-video-investigation.html
06/20/2025,"Bell, CA","Concerning Arrest/Detention, Concerning Use of Force, U.S. Citizen","Video: How 'Turn and Burn"" Immigration Operations Unleash Chaos - The New York Times(opens in a new tab)",https://www.nytimes.com/video/us/100000010596053/la-raid-immigration-us-citizens-video-investigation.html
06/20/2025,"Philadelphia, PA","Concerning Deportation, Concerning Arrest/Detention","ICE secretly deported Pennsylvania grandfather, 82, after he lost his Green Card - The Independent(opens in a new tab)",https://www.independent.co.uk/news/world/americas/us-politics/ice-deported-grandpa-green-card-b2792290.html
06/20/2025,"Bell, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen","Immigration raid at car wash sparks tense scene, hours of protests in Bell - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-06-20/immigration-raid-protesters-gather-in-bell-maywood
06/20/2025,"Bell, CA","Concerning Arrest/Detention, Concerning Use of Force, U.S. Citizen","Video: How 'Turn and Burn"" Immigration Operations Unleash Chaos - The New York Times(opens in a new tab)",https://www.nytimes.com/video/us/100000010596053/la-raid-immigration-us-citizens-video-investigation.html
06/20/2025,"Montclair, CA",Enforcement Action at a Sensitive Location,ICE targets men on Inland Empire church grounds - CalMatters(opens in a new tab),https://calmatters.org/california-divide/2025/07/ice-targets-immigrants-church-grounds/
06/19/2025,"Los Angeles, CA",Concerning Use of Force,Border Patrol arrested her selling tamales. Then she suffered a heart attack. 'I told them: I can't breathe' - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-07-14/in-pacoima-an-immigration-sweep-and-its-aftermath
06/18/2025,"Los Angeles, CA",Concerning Arrest/Detention,Pedro Vasquez Perdomo v. Kristi Noem(opens in a new tab),https://www.courtlistener.com/docket/70594806/pedro-vasquez-perdomo-v-kristi-noem/
06/18/2025,", AL","Concerning Arrest/Detention, Concerning Deportation",Lawyers say Alabama father deported to Laos despite court order blocking removal | AP News(opens in a new tab),https://apnews.com/article/immigration-alabama-man-deported-589bde743ebd5068529807e755fcfb25
06/18/2025,"Pasadena, CA",Concerning Use of Force,Plainclothes federal agent draws gun on man at stoplight in Pasadena - KTLA(opens in a new tab),https://ktla.com/news/local-news/plainclothes-federal-agent-draws-gun-on-man-at-stoplight-in-pasadena/
06/17/2025,"New York City, NY","U.S. Citizen, Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",Brad Lander Is Arrested by ICE Agents at Immigration Courthouse - The New York Times(opens in a new tab),https://www.nytimes.com/2025/06/17/nyregion/brad-lander-immigration-ice.html?searchResultPosition=17
06/17/2025,"Rochester, NY","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
06/16/2025,"Oxnard, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",Oxnard Man Released After Being Detained by ICE Agents While Filming Father's Arrest - News Channel 3(opens in a new tab),https://keyt.com/news/ventura-county/2025/06/17/u-s-citizen-held-by-ice-released/
06/14/2025,"Santa Ana, CA","Concerning Arrest/Detention, U.S. Citizen",Shock and disbelief': U.S. citizen says ICE arrested her during Santa Ana park raid - Los Angeles Times(opens in a new tab),https://www.latimes.com/socal/daily-pilot/entertainment/story/2025-07-02/centennial-park-ice-raid-santa-ana
06/14/2025,"Atlanta, GA","Concerning Arrest/Detention, Concerning Deportation",Live-streaming journalist Mario Guevara deported to El Salvador after months in ICE custody - CNN Business(opens in a new tab),https://www.cnn.com/2025/10/03/media/mario-guevara-journalist-deported-ice-el-salvador
06/12/2025,"Huntington Park , CA","U.S. Citizen, Enforcement Action at a Sensitive Location",DHS Secretary Kristi Noem attends ICE raid at Los Angeles County home - KTLA 5,https://ktla.com/news/local-news/dhs-secretary-kristi-noem-attends-ice-raid-at-home-of-pregnant-l-a-county-mother/
06/12/2025,"Temple City, CA",Concerning Arrest/Detention,"Deaf, mute, terrified: ICE arrests DACA recipient, sends him to Texas - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-07-22/ice-arrests-daca-recipient-at-california-car-wash
06/12/2025,"Los Angeles, CA","Concerning Arrest/Detention, U.S. Citizen",California Senator Forcibly Removed and Handcuffed After Interrupting Noem - The New York Times(opens in a new tab),https://www.nytimes.com/2025/06/12/us/politics/senator-alex-padilla-handcuffed.html
06/12/2025,"Monterey Park, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen","Video shows immigration agents interrogating a Latino U.S. citizen: 'I'm American, bro.' - LA Times(opens in a new tab)",https://www.latimes.com/politics/story/2025-06-13/video-shows-immigration-agents-interrogating-a-latino-u-s-citizen-im-american-bro
06/12/2025,"Montebello, CA","Concerning Use of Force, Concerning Arrest/Detention, U.S. Citizen",U.S. citizen describes detention by federal agents at Montebello tow yard – NBC Los Angeles(opens in a new tab),https://www.nbclosangeles.com/news/local/immigration-raid-montebello-us-citizen-detained/3766028/
06/12/2025,"Fairhope, AL","U.S. Citizen, Concerning Arrest/Detention",US citizen sues ICE after being arrested twice in Alabama despite showing ID - al.com(opens in a new tab),https://www.al.com/news/2025/10/us-citizen-arrested-twice-by-ice-agents-who-claimed-his-drivers-license-was-fake.html
06/11/2025,"Downey, CA",Enforcement Action at a Sensitive Location,Downey Reverend describes how ICE targeted her church - Calo News(opens in a new tab),https://www.calonews.com/communities/downey/downey-reverend-describes-how-ice-targeted-her-church/article_5fdfdc81-5b17-4ee7-96d5-5b4efc5b1052.html
06/11/2025,"Sterling, VA","Enforcement Action at a Sensitive Location, Concerning Use of Force, Concerning Arrest/Detention","ICE agents detain people outside Virginia immigration court, strong-arm activists filming - News4(opens in a new tab)",https://www.nbcwashington.com/news/local/ice-agents-detain-people-outside-immigration-court-strong-arm-activists-filming/3934089/
06/11/2025,"Los Angeles, CA",Concerning Use of Force,Video shows unmarked vehicles ram car in ICE arrest in east Los Angeles - KTLA(opens in a new tab),https://ktla.com/news/local-news/video-shows-unmarked-vehicles-ram-car-in-possible-ice-arrest-in-boyle-heights/
06/10/2025,"Houston, TX",Concerning Arrest/Detention,"Trump's ICE Arrested a Whistleblower Who Exposed Sexual Assault in Detention. Now, He’s Left the Country. - Texas Observer",https://www.texasobserver.org/trump-ice-arrested-whistleblower-sexual-assault-detention/
06/08/2025,"Hawthorne, CA","U.S. Citizen, Concerning Arrest/Detention",Pregnant U.S. citizen detained by border patrol agents in L.A. County: ‘We didn’t do anything wrong’  | KTLA(opens in a new tab),https://ktla.com/news/local-news/pregnant-u-s-citizen-detained-by-border-patrol-agents-in-l-a-county-we-didnt-do-anything-wrong/
06/07/2025,"New York City, NY","Enforcement Action at a Sensitive Location, Concerning Arrest/Detention","Queens high school student detained after immigration court hearing, officials say - CBS News(opens in a new tab)",https://www.cbsnews.com/newyork/news/queens-high-school-student-detained-ice/
06/06/2025,"Tucson, AZ",Concerning Arrest/Detention,ICE agents mistakenly detain U.S. marshal in Arizona - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/ice-mistakenly-detain-us-marshal-rcna211599
06/06/2025,"Los Angeles, CA","Concerning Arrest/Detention, U.S. Citizen",Labor leader David Huerta's immigration protest felony charge is reduced - AP News(opens in a new tab),https://apnews.com/article/immigration-los-angeles-protest-huerta-union-arrest-36f2ad59b7babd67969b89148a29fe90
06/05/2025,"Chicago, IL","U.S. Citizen, Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE contractor locked an immigrant and her baby at an O'Hare hotel for five days - Injustice Watch(opens in a new tab),https://www.injusticewatch.org/civil-courts/immigration/2025/ice-detention-sonesta-ohare-airport-hotel-chicago/
06/05/2025,"Memphis, TN",Concerning Use of Force,ICE agent caught on video pulling gun on family in Berclair - localmemphis.com(opens in a new tab),https://www.localmemphis.com/video/news/local/ice-agent-caught-on-video-pulling-gun-on-family-in-berclair/522-a6fe2f6b-51e7-4509-a2e5-7a7a391db2c7
06/05/2025,"San Antonio, TX","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location","San Antonio ICE detained more families today at Immigration Court, including three-year-old child - San Antonio Current(opens in a new tab)",https://www.sacurrent.com/news/san-antonio-ice-detained-more-families-today-at-immigration-court-37669081/
06/05/2025,"Fruita, CO",Concerning Arrest/Detention,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
06/05/2025,"Loma, CO",Concerning Arrest/Detention,19-year-old Dreamer describes 15 days in ICE detention: 'Scared and alone' after arrest during traffic stop - NBC News(opens in a new tab),https://www.nbcnews.com/news/latino/dreamer-describes-ice-detention-scared-alone-rcna214740
06/03/2025,"San Diego, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",San Diego class-action suit says ICE courthouse arrests are illegal | KPBS Public Media(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/09/09/san-diego-class-action-suit-says-ice-courthouse-arrests-are-illegal
06/03/2025,"Berwyn, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
06/02/2025,"Portland, OR","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location","ICE detains asylum seeker outside Portland Immigration Court, lawyers say - OPB(opens in a new tab)",https://www.opb.org/article/2025/06/02/ice-immigration-enforcement-detains-asylum-seeker-portland-court/
05/31/2025,"Milford, MA",Concerning Arrest/Detention,What we know about ICE's arrests of a Milford high school student - WBUR(opens in a new tab),https://www.wbur.org/news/2025/06/02/milford-high-school-student-ice-arrest-massachusetts
05/30/2025,"San Diego, CA",Concerning Use of Force,"Federal immigration agents raid San Diego restaurants, detain workers - Kens 5(opens in a new tab)",https://www.kens5.com/article/news/local/federal-immigration-raid-san-diego-restaurant/509-6e5d70c1-85e5-4bff-ab9e-f6b2e34ad06c
05/29/2025,"San Antonio, TX","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE agents arrest migrants at San Antonio immigration court - Texas Public Radio(opens in a new tab),https://www.tpr.org/border-immigration/2025-05-30/ice-agents-arrest-migrants-at-san-antonio-immigration-court
05/29/2025,"Los Angeles, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE arrested a 6-year-old boy with leukemia at an LA immigration court. His family is suing - LAist(opens in a new tab),https://laist.com/news/ice-arrested-a-6-year-old-boy-with-leukemia-at-an-immigration-court-his-family-is-suing
05/27/2025,"Boston, MA",Concerning Arrest/Detention,East Boston man says ICE held him for 2 days despite legal status - Boston.com(opens in a new tab),https://www.boston.com/news/local-news/2025/08/06/i-still-cant-sleep-east-boston-man-says-he-was-held-by-ice-for-2-days-despite-legal-status/
05/22/2025,"San Diego, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",San Diego class-action suit says ICE courthouse arrests are illegal | KPBS Public Media(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/09/09/san-diego-class-action-suit-says-ice-courthouse-arrests-are-illegal
05/22/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
05/22/2025,"San Diego, CA","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location","ICE agents swarm San Diego immigration court, arresting people after their hearings - KBPS(opens in a new tab)",https://www.kpbs.org/news/border-immigration/2025/05/22/ice-agents-swarm-san-diego-immigration-court-arresting-people-after-their-hearings
05/21/2025,"Chicago, IL",Concerning Arrest/Detention,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice Center(opens in a new tab),https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/
05/21/2025,"New York City, NY","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",New York City public school student detained by ICE at asylum hearing - CBS New York(opens in a new tab),https://www.cbsnews.com/newyork/news/nyc-high-school-student-immigrant-detained-ice/
